Company_Phone_Number,Created_Date,Violation_Date,Consumer_City,Consumer_State,Consumer_Area_Code,Subject,Recorded_Message_Or_Robocall
5594505113,2021-04-15 00:00:15,2021-04-12 11:15:00,,California,559,Other,N
9492646972,2021-04-15 00:00:38,2021-04-13 14:33:00,Mission Viejo,California,949,Other,Y
4107379147,2021-04-15 00:00:53,2021-04-12 10:09:00,,California,559,Other,N
2393551684,2021-04-15 00:01:14,2021-04-14 08:29:00,Seattle,Washington,206,"Reducing your debt (credit cards, mortgage, student loans)",Y
7204906362,2021-04-15 00:01:32,2021-04-12 16:14:00,Lakewood,Colorado,720,Other,Y
5596380082,2021-04-15 00:01:39,2021-04-12 14:59:00,,California,559,Other,N
8887793467,2021-04-15 00:01:46,2021-04-12 13:59:00,,Texas,817,No Subject Provided,Y
9497918653,2021-04-15 00:02:00,2021-04-13 13:18:00,,California,949,Other,N
5595460497,2021-04-15 00:02:20,2021-04-13 18:08:00,,California,559,Other,N
9497918653,2021-04-15 00:03:08,2021-04-13 11:17:00,,California,949,Other,N
8582956085,2021-04-15 00:03:12,2021-04-14 19:16:00,,California,559,Other,N
7706379905,2021-04-15 00:03:36,2021-04-14 17:46:00,Gainesville,Georgia,770,Vacation  & timeshares,Y
9497918653,2021-04-15 00:03:57,2021-04-13 11:16:00,,California,949,Other,Y
2044000211,2021-04-15 00:05:14,2021-04-12 18:15:00,,California,949,Other,N
9252704409,2021-04-15 00:05:25,2021-04-14 20:58:00,,California,925,Other,N
9495811866,2021-04-15 00:06:11,2021-04-12 10:22:00,Mission Viejo,California,949,Other,N
9494038205,2021-04-15 00:07:06,2021-04-12 09:59:00,Mission Viejo,California,949,Other,N
7247800115,2021-04-15 00:07:41,2021-04-13 14:27:00,Owasso,Oklahoma,214,Other,Y
9497839049,2021-04-15 00:08:06,2021-04-10 13:05:00,Mission Viejo,California,949,Other,N
9732336885,2021-04-15 00:08:41,2021-04-14 15:51:00,,Illinois,847,Dropped call or no message,Y
9492646345,2021-04-15 00:08:54,2021-04-10 10:03:00,Mission Viejo,California,949,Other,N
9494468733,2021-04-15 00:09:39,2021-04-09 14:35:00,Mission Viejo,California,949,Other,N
2402019576,2021-04-15 00:09:58,2021-04-14 12:03:00,Albany,Georgia,229,"Calls pretending to be government, businesses, or family and friends",Y
2092990650,2021-04-15 00:10:35,2021-04-09 13:45:00,Mission Viejo,California,949,Other,Y
5407125962,2021-04-15 00:10:41,2021-04-14 10:49:00,,Illinois,847,Dropped call or no message,Y
9496525319,2021-04-15 00:11:18,2021-04-09 11:47:00,Mission Viejo,California,949,Other,N
9162420469,2021-04-15 00:11:35,2021-04-14 15:08:00,VAn Nuys,California,818,Other,Y
9498735639,2021-04-15 00:12:02,2021-04-09 09:53:00,Mission Viejo,California,949,Other,N
8478919685,2021-04-15 00:12:09,2021-04-13 18:34:00,,Illinois,847,Dropped call or no message,Y
2817099670,2021-04-15 00:05:45,2021-04-12 16:33:00,,Texas,817,No Subject Provided,Y
8763903796,2021-04-15 00:12:25,2021-04-14 12:25:00,GIG HARBOR,Washington,253,"Calls pretending to be government, businesses, or family and friends",N
9492706981,2021-04-15 00:13:24,2021-04-08 15:57:00,Mission Viejo,California,949,Other,N
9497918653,2021-04-15 00:14:34,2021-04-08 15:43:00,Mission Viejo,California,949,Other,N
6307019009,2021-04-15 00:15:28,2021-04-14 12:27:00,,Illinois,847,Medical  & prescriptions,Y
9495846189,2021-04-15 00:15:33,2021-04-08 09:59:00,Mission Viejo,California,949,Other,N
2162421224,2021-04-15 00:16:23,2021-04-07 11:49:00,Mission Viejo,California,949,Other,N
6307019009,2021-04-15 00:16:36,2021-04-14 12:28:00,,Illinois,847,Medical  & prescriptions,Y
4158459677,2021-04-15 00:17:20,2021-04-06 15:57:00,Mission Viejo,California,949,Other,N
2107823673,2021-04-15 00:17:36,2021-04-12 11:12:00,San Marcos,Texas,210,Dropped call or no message,
6307019009,2021-04-15 00:17:53,2021-04-14 15:12:00,,Illinois,847,Medical  & prescriptions,Y
4157285766,2021-04-15 00:18:09,2021-04-06 14:52:00,Mission Viejo,California,949,Other,N
